"Dataset","N","Male","Female","Right","Left","AgeMin","AgeMax","AgeMed","ICVMin","ICVMax","ICVMed","File","yi","vi","df","t","p","asy"
"ACPU",28,28,0,NA,NA,9,18,13,1371960,1831540,1602485,"ADHDs/ACPU/ASY_DescriptiveInfo_nosex.Rdata",-1.86860101391514,0.0980655312357983,27,-9.88770716484523,1.80808676698766e-10,-0.216596604943853
"ADHD-DUB1",41,32,9,32,6,18,49,20,1114260,1958970,1705070,"ADHDs/ADHD-DUB1/ASY_DescriptiveInfo.Rdata",-1.98291768716892,0.0741495319260918,39,-12.5410726081741,2.90989437421182e-15,-0.208804063744454
"ADHD WUE",57,27,30,52,3,24,61,41,1246860,1925240,1549455,"ADHDs/ADHD WUE/ASY_DescriptiveInfo.Rdata",-1.63164247679488,0.0448293958853973,51,-11.765941226618,3.79164248675804e-16,-0.209021165810278
"ADHD_Rubia1",33,33,0,NA,NA,10,18,14,1304890,1886320,1570545,"ADHDs/ADHD_Rubia1/ASY_DescriptiveInfo_nosex.Rdata",-2.17108041406948,0.111893169405935,29,-11.8914971694351,1.12941332657058e-12,-0.197695504269013
"ADHD200_KKI",65,41,28,61,8,8,13,10,1194100,1731530,1483570,"ADHDs/ADHD200_KKI/ASY_DescriptiveInfo.Rdata",-1.94383189588391,0.0444498649188896,64,-15.6716737639799,1.37343711195431e-23,-0.2150313827255
"ADHD200_NYU",111,55,56,107,3,7,18,12,954388,1865180,1417110,"ADHDs/ADHD200_NYU/ASY_DescriptiveInfo.Rdata",-1.86703790228348,0.0282774769513562,96,-18.3881908101537,3.20755969963156e-33,-0.226840118175291
"ADHD200_OHSU",63,31,39,NA,NA,7,13,10,1253320,1783890,1472580,"ADHDs/ADHD200_OHSU/ASY_DescriptiveInfo.Rdata",-1.67930472224896,0.0395087241817021,60,-13.1157891626934,2.83250315008499e-19,-0.192989518288667
"ADHD200_Peking",143,84,59,141,2,8,15,12,1162580,1862900,1494940,"ADHDs/ADHD200_Peking/ASY_DescriptiveInfo.Rdata",-1.66545241862682,0.0175504844070218,135,-19.4223458723335,6.45735366256725e-41,-0.213893135495932
"ADHDKonrad",79,53,26,NA,NA,4,17,10,1176780,1771630,1486775,"ADHDs/ADHDKonrad/ASY_DescriptiveInfo.Rdata",-2.20707229928926,0.0715746680655207,47,-15.2910454333875,7.21064597285391e-20,-0.224069034317111
"Bergen_adultADHD",43,16,27,36,5,21,41,29,1107430,1837570,1556160,"ADHDs/Bergen_adultADHD/ASY_DescriptiveInfo.Rdata",-2.29987660906123,0.0867789573441309,41,-14.9049039416594,3.76291041607649e-18,-0.221575701022375
"Bergen_SVG",28,20,8,25,2,8,12,10,1232950,1822780,1462155,"ADHDs/Bergen_SVG/ASY_DescriptiveInfo.Rdata",-1.55160034203332,0.0787047075249626,27,-8.21029727836583,8.1339033787702e-09,-0.19325247684655
"CAPS_UZH",36,21,15,NA,NA,8,18,12.5,1137280,1835190,1576350,"ADHDs/CAPS_UZH/ASY_DescriptiveInfo.Rdata",-1.70432780339135,0.0681212952973998,35,-10.2259668203481,4.70929602269127e-12,-0.199442019910196
"DAT_london",31,31,0,NA,NA,13,19,16,1169200,1506950,1340190,"ADHDs/DAT_london/ASY_DescriptiveInfo_nosex.Rdata",-1.50853050963329,0.0668072546639762,31,-8.533537223908,1.22460904340251e-09,-0.205181411811568
"Dundee",23,10,13,NA,NA,10,18,13,1190680,1773720,1461230,"ADHDs/Dundee/ASY_DescriptiveInfo.Rdata",-1.5209091913641,0.0980264720085411,21,-7.1336964404345,4.91462827870544e-07,-0.252504672297174
"Hartford_Olin",109,58,52,106,3,12,19,16,1018607,1736154,1375669,"ADHDs/Hartford_Olin/ASY_DescriptiveInfo.Rdata",-1.78718616928269,0.0242711888022212,106,-18.4867974834275,6.04518956936147e-35,-0.226481560681705
