"Dataset","N","Male","Female","Right","Left","AgeMin","AgeMax","AgeMed","ICVMin","ICVMax","ICVMed","File","yi","vi","df","t","p","asy"
"ACPU",28,28,0,NA,NA,9,18,13,1371960,1831540,1602485,"ADHDs/ACPU/ASY_DescriptiveInfo_nosex.Rdata",-0.0878331456459104,0.0371799011384084,26,-0.456394412541942,0.651896138735676,-0.0075269452805232
"ADHD-DUB1",41,32,9,32,6,18,49,20,1114260,1958970,1705070,"ADHDs/ADHD-DUB1/ASY_DescriptiveInfo.Rdata",0.00372831694051742,0.0256412038506052,38,0.0232833318309261,0.981546104893347,0.00181859211740436
"ADHD WUE",57,27,30,52,3,24,61,41,1246860,1925240,1549455,"ADHDs/ADHD WUE/ASY_DescriptiveInfo.Rdata",-0.640203331846535,0.0240986030610741,49,-4.52692117286907,3.83335279346129e-05,-0.0617924567009888
"ADHD_Rubia1",33,33,0,NA,NA,10,18,14,1304890,1886320,1570545,"ADHDs/ADHD_Rubia1/ASY_DescriptiveInfo_nosex.Rdata",-0.341692019277902,0.0364957488972105,28,-1.84006783709408,0.0763817083784689,-0.0399418975451258
"ADHD200_KKI",65,41,28,61,8,8,13,10,1194100,1731530,1483570,"ADHDs/ADHD200_KKI/ASY_DescriptiveInfo.Rdata",-0.255587602396086,0.0169288936270375,60,-1.99620298877979,0.0504559733615824,-0.0213636545943109
"ADHD200_NYU",111,55,56,107,3,7,18,12,954388,1865180,1417110,"ADHDs/ADHD200_NYU/ASY_DescriptiveInfo.Rdata",-0.538937287241527,0.0118064608225735,96,-5.30791670612754,7.13385024873486e-07,-0.060541539079162
"ADHD200_OHSU",63,31,39,NA,NA,7,13,10,1253320,1783890,1472580,"ADHDs/ADHD200_OHSU/ASY_DescriptiveInfo.Rdata",-0.45189092484298,0.0174936937139321,62,-3.58677302058452,0.000660309685152753,-0.0498934670490799
"ADHD200_Peking",143,84,59,141,2,8,15,12,1162580,1862900,1494940,"ADHDs/ADHD200_Peking/ASY_DescriptiveInfo.Rdata",-0.612338148925378,0.0087314632670197,135,-7.14102857952499,5.19083579807413e-11,-0.0528694347133625
"ADHDKonrad",79,53,26,NA,NA,4,17,10,1176780,1771630,1486775,"ADHDs/ADHDKonrad/ASY_DescriptiveInfo.Rdata",-0.571479098755229,0.0252890039164575,45,-3.875959826217,0.000342344544475244,-0.044518704896428
"Bergen_adultADHD",43,16,27,36,5,21,41,29,1107430,1837570,1556160,"ADHDs/Bergen_adultADHD/ASY_DescriptiveInfo.Rdata",-0.421751413534479,0.0272234281852291,39,-2.66739014632904,0.0110740943292057,-0.0235073866185409
"Bergen_SVG",28,20,8,25,2,8,12,10,1232950,1822780,1462155,"ADHDs/Bergen_SVG/ASY_DescriptiveInfo.Rdata",-0.328581408830512,0.0390364026338712,26,-1.70735908355102,0.0996717767130975,-0.0394944518076181
"CAPS_UZH",36,21,15,NA,NA,8,18,12.5,1137280,1835190,1576350,"ADHDs/CAPS_UZH/ASY_DescriptiveInfo.Rdata",NA,NA,NA,NA,NA,NA
"DAT_london",31,31,0,NA,NA,13,19,16,1169200,1506950,1340190,"ADHDs/DAT_london/ASY_DescriptiveInfo_nosex.Rdata",-0.682055370035562,0.0385187426217867,31,-3.85828781837477,0.000540776703936948,-0.0786667675019439
"Dundee",23,10,13,NA,NA,10,18,13,1190680,1773720,1461230,"ADHDs/Dundee/ASY_DescriptiveInfo.Rdata",-0.167051748482747,0.0440849192754596,22,-0.801152041398067,0.431611663709233,-0.0176006563760654
"Hartford_Olin",109,58,52,106,3,12,19,16,1018607,1736154,1375669,"ADHDs/Hartford_Olin/ASY_DescriptiveInfo.Rdata",-0.270885257870093,0.00968868608846424,106,-2.80205889546492,0.0060380103995996,-0.0303497211142048
"IMpACT_NL",141,59,82,121,15,19,63,32,1261830,1913790,1577095,"ADHDs/IMpACT_NL/ASY_DescriptiveInfo.Rdata",-0.459436956949195,0.0122837906522819,89,-4.35860167564854,3.50169444429803e-05,-0.054781971507757
"MGH_ADHD",69,29,40,63,6,18,59,31,1116080,1811500,1451765,"ADHDs/MGH_ADHD/ASY_DescriptiveInfo.Rdata",-0.977275036447146,0.0230864570067404,63,-7.81820029157716,7.4211261432995e-11,-0.126154210861988
"MTA",41,31,10,36,3,21,27,24,974013,1820500,1491000,"ADHDs/MTA/ASY_DescriptiveInfo.Rdata",-0.632364468086024,0.0292668880548502,40,-4.04910825249295,0.000229281454099303,-0.0669886573199205
"NeuroImage_ADAM",78,54,24,67,11,12,23,16,1312270,1963260,1606255,"ADHDs/NeuroImage_ADAM/ASY_DescriptiveInfo.Rdata",-0.325748555100724,0.0138560007970408,75,-2.83981006537689,0.00580693815227238,-0.0357432430073515
"NeuroImage_NIJM",39,23,16,34,5,10,23,18,1298620,1965620,1632120,"ADHDs/NeuroImage_NIJM/ASY_DescriptiveInfo.Rdata",-0.202921150092188,0.0268575920151939,37,-1.25088997912685,0.218826985576039,-0.0110261959658536
"NICAP",81,47,34,69,11,9,11,10,1326550,1877490,1595970,"ADHDs/NICAP/ASY_DescriptiveInfo.Rdata",-0.379108807397641,0.0133982717990404,79,-3.39085225684,0.00109037184667827,-0.0302666071709181
"NICHE",80,67,13,69,11,7,16,10,1272060,1862389,1563165,"ADHDs/NICHE/ASY_DescriptiveInfo.Rdata",-0.0537198795118366,0.0133525721696984,74,-0.465227803454897,0.643134526839524,-0.00465940250534452
"NIH",304,205,99,NA,NA,4,18,10,1146550,1829489,1460903,"ADHDs/NIH/ASY_DescriptiveInfo.Rdata",-0.317105763513822,0.00504941361839828,207,-4.57336436037697,8.25669788233961e-06,-0.0454922075437502
"NYU ADHD",40,22,18,NA,NA,20,49,31,934852,1762720,1497460,"ADHDs/NYU ADHD/ASY_DescriptiveInfo.Rdata",-0.839518527994273,0.0346768122928932,38,-5.2427915269426,6.20471319131376e-06,-0.0709573259573114
"OHSU",112,60,52,NA,NA,7,13,10,966984,1890000,1450000,"ADHDs/OHSU/ASY_DescriptiveInfo.Rdata",-0.557847342452505,0.0213999412729752,53,-4.0993240301288,0.000142968310849085,-0.0495885039874625
"UAB-ADHD",95,64,31,NA,NA,6,50,27,1004270,1972030,1448310,"ADHDs/UAB-ADHD/ASY_DescriptiveInfo.Rdata",-0.216899710685939,0.0111252471983459,91,-2.08042893981007,0.040297187869688,-0.0276431793451318
