"Dataset","N","Male","Female","Right","Left","AgeMin","AgeMax","AgeMed","ICVMin","ICVMax","ICVMed","File","yi","vi","df","t","p","asy"
"ACPU",28,28,0,NA,NA,9,18,13,1371960,1831540,1602485,"ADHDs/ACPU/ASY_DescriptiveInfo_nosex.Rdata",0.00484105268926368,0.0357147042105561,27,0.0256164429991043,0.979751665570459,-0.000152412391356807
"ADHD-DUB1",41,32,9,32,6,18,49,20,1114260,1958970,1705070,"ADHDs/ADHD-DUB1/ASY_DescriptiveInfo.Rdata",0.616635399523758,0.0297529901993228,39,3.89994469676596,0.00036890288507723,0.0248347356878927
"ADHD WUE",57,27,30,52,3,24,61,41,1246860,1925240,1549455,"ADHDs/ADHD WUE/ASY_DescriptiveInfo.Rdata",-0.1665046175868,0.0202772378767773,49,-1.17736544194499,0.244736894871699,-0.00712888479713178
"ADHD_Rubia1",33,33,0,NA,NA,10,18,14,1304890,1886320,1570545,"ADHDs/ADHD_Rubia1/ASY_DescriptiveInfo_nosex.Rdata",0.0948601039482558,0.0334833073220179,29,0.519570187397446,0.607306531826006,0.00335495685972675
"ADHD200_KKI",65,41,28,61,8,8,13,10,1194100,1731530,1483570,"ADHDs/ADHD200_KKI/ASY_DescriptiveInfo.Rdata",0.885320912513159,0.0220935961756598,62,7.02701689498377,1.93071146394182e-09,0.0249858201359062
"ADHD200_NYU",111,55,56,107,3,7,18,12,954388,1865180,1417110,"ADHDs/ADHD200_NYU/ASY_DescriptiveInfo.Rdata",-0.0581108677101432,0.0102213105762552,97,-0.575268240658673,0.566441955132115,-0.0041602717511011
"ADHD200_OHSU",63,31,39,NA,NA,7,13,10,1253320,1783890,1472580,"ADHDs/ADHD200_OHSU/ASY_DescriptiveInfo.Rdata",-0.0535047472024578,0.0164169078522393,60,-0.417885434497463,0.677522658806057,0.000148145810303896
"ADHD200_Peking",143,84,59,141,2,8,15,12,1162580,1862900,1494940,"ADHDs/ADHD200_Peking/ASY_DescriptiveInfo.Rdata",0.0652152508255334,0.00747855607813521,133,0.75492110713093,0.451631044787372,0.00178219561291772
"ADHDKonrad",79,53,26,NA,NA,4,17,10,1176780,1771630,1486775,"ADHDs/ADHDKonrad/ASY_DescriptiveInfo.Rdata",0.0494038607485097,0.0213025610793283,46,0.338695805218093,0.736380114352691,0.00770775453641801
"Bergen_adultADHD",43,16,27,36,5,21,41,29,1107430,1837570,1556160,"ADHDs/Bergen_adultADHD/ASY_DescriptiveInfo.Rdata",-0.533075938551954,0.0265601157705005,42,-3.49561269583903,0.00113012283390129,-0.0103169361631109
"Bergen_SVG",28,20,8,25,2,8,12,10,1232950,1822780,1462155,"ADHDs/Bergen_SVG/ASY_DescriptiveInfo.Rdata",-0.213079900608927,0.0378778341489539,26,-1.10719564177916,0.278348002442259,-0.00804565618006354
"CAPS_UZH",36,21,15,NA,NA,8,18,12.5,1137280,1835190,1576350,"ADHDs/CAPS_UZH/ASY_DescriptiveInfo.Rdata",0.694245299077002,0.0364996549307429,33,4.04811094214049,0.000293444954610987,0.0247700488700315
