"Dataset","N","Male","Female","Right","Left","AgeMin","AgeMax","AgeMed","ICVMin","ICVMax","ICVMed","File","yi","vi","df","t","p","asy"
"ACPU",28,28,0,NA,NA,9,18,13,1371960,1831540,1602485,"ADHDs/ACPU/ASY_DescriptiveInfo_nosex.Rdata",-1.02316497474204,0.0564234549173865,26,-5.3165211623344,1.4603287499487e-05,-0.104631991311368
"ADHD-DUB1",41,32,9,32,6,18,49,20,1114260,1958970,1705070,"ADHDs/ADHD-DUB1/ASY_DescriptiveInfo.Rdata",-0.863173295621878,0.0351931812599325,38,-5.39051550342958,3.89867456788642e-06,-0.120105248568269
"ADHD WUE",57,27,30,52,3,24,61,41,1246860,1925240,1549455,"ADHDs/ADHD WUE/ASY_DescriptiveInfo.Rdata",-1.45711272051033,0.04123177480273,49,-10.3033428562603,7.39544624436369e-14,-0.15017369645373
"ADHD_Rubia1",33,33,0,NA,NA,10,18,14,1304890,1886320,1570545,"ADHDs/ADHD_Rubia1/ASY_DescriptiveInfo_nosex.Rdata",-1.31409533042134,0.0642559747833651,28,-7.0766199266048,1.06640429238346e-07,-0.130418194713638
"ADHD200_KKI",65,41,28,61,8,8,13,10,1194100,1731530,1483570,"ADHDs/ADHD200_KKI/ASY_DescriptiveInfo.Rdata",-1.27767647762421,0.0283785717302672,63,-10.2214118209937,5.29284509069008e-15,-0.134953701620521
"ADHD200_NYU",111,55,56,107,3,7,18,12,954388,1865180,1417110,"ADHDs/ADHD200_NYU/ASY_DescriptiveInfo.Rdata",-0.823390718704016,0.0139477722689996,95,-8.06754847907342,2.16885784648607e-12,-0.102226673291203
"ADHD200_OHSU",63,31,39,NA,NA,7,13,10,1253320,1783890,1472580,"ADHDs/ADHD200_OHSU/ASY_DescriptiveInfo.Rdata",-0.645079463540983,0.01980432388756,60,-5.038231671055,4.59713081512125e-06,-0.111265975694541
"ADHD200_Peking",143,84,59,141,2,8,15,12,1162580,1862900,1494940,"ADHDs/ADHD200_Peking/ASY_DescriptiveInfo.Rdata",-0.865696194374314,0.0102590667946051,133,-10.0211579534432,5.92511179108872e-18,-0.12950762837903
"ADHDKonrad",79,53,26,NA,NA,4,17,10,1176780,1771630,1486775,"ADHDs/ADHDKonrad/ASY_DescriptiveInfo.Rdata",-0.983110968074715,0.032244643212487,45,-6.66778299551245,3.17352827105787e-08,-0.119527089169493
"Bergen_adultADHD",43,16,27,36,5,21,41,29,1107430,1837570,1556160,"ADHDs/Bergen_adultADHD/ASY_DescriptiveInfo.Rdata",-1.42010622197191,0.0478178771628966,41,-9.20334018879555,1.58289430039849e-11,-0.161260351482996
"Bergen_SVG",28,20,8,25,2,8,12,10,1232950,1822780,1462155,"ADHDs/Bergen_SVG/ASY_DescriptiveInfo.Rdata",-1.04199758247824,0.0571436844794537,26,-5.41437826264877,1.12961371790722e-05,-0.126356296967185
"CAPS_UZH",36,21,15,NA,NA,8,18,12.5,1137280,1835190,1576350,"ADHDs/CAPS_UZH/ASY_DescriptiveInfo.Rdata",-0.888874407867229,0.0410308487200194,33,-5.18298391283291,1.07539695708352e-05,-0.105175643306364
"DAT_london",31,31,0,NA,NA,13,19,16,1169200,1506950,1340190,"ADHDs/DAT_london/ASY_DescriptiveInfo_nosex.Rdata",-0.933607394220008,0.044869105727223,31,-5.28128095535096,9.58666175011166e-06,-0.128225317640652
"Dundee",23,10,13,NA,NA,10,18,13,1190680,1773720,1461230,"ADHDs/Dundee/ASY_DescriptiveInfo.Rdata",-1.37174349430111,0.0924209574799384,20,-6.28611839669805,3.88532714470672e-06,-0.148807885581752
