"Dataset","N","Male","Female","Right","Left","AgeMin","AgeMax","AgeMed","ICVMin","ICVMax","ICVMed","File","yi","vi","df","t","p","asy"
"ACPU",28,28,0,NA,NA,9,18,13,1371960,1831540,1602485,"ADHDs/ACPU/ASY_DescriptiveInfo_nosex.Rdata",0.214994744779643,0.0378930137089419,26,1.11714546395594,0.274149565774992,0.0154595488654765
"ADHD-DUB1",41,32,9,32,6,18,49,20,1114260,1958970,1705070,"ADHDs/ADHD-DUB1/ASY_DescriptiveInfo.Rdata",0.500879918600723,0.0281360086607183,39,3.16784275403604,0.00298183113634888,0.0355501849520758
"ADHD WUE",57,27,30,52,3,24,61,41,1246860,1925240,1549455,"ADHDs/ADHD WUE/ASY_DescriptiveInfo.Rdata",0.336629742957285,0.020718819449446,50,2.40401721624823,0.0199635977955684,0.0190202143402078
"ADHD_Rubia1",33,33,0,NA,NA,10,18,14,1304890,1886320,1570545,"ADHDs/ADHD_Rubia1/ASY_DescriptiveInfo_nosex.Rdata",0.217823436594883,0.0341241174921667,29,1.19306809776313,0.242512635708321,0.0181978572242828
"ADHD200_KKI",65,41,28,61,8,8,13,10,1194100,1731530,1483570,"ADHDs/ADHD200_KKI/ASY_DescriptiveInfo.Rdata",0.533318026576902,0.0184228073989668,61,4.19935034061897,8.85484599320615e-05,0.0262838769921582
"ADHD200_NYU",111,55,56,107,3,7,18,12,954388,1865180,1417110,"ADHDs/ADHD200_NYU/ASY_DescriptiveInfo.Rdata",0.250571280362061,0.0107436769090744,95,2.45508712433166,0.0159041168986755,0.0189030681154238
"ADHD200_OHSU",63,31,39,NA,NA,7,13,10,1253320,1783890,1472580,"ADHDs/ADHD200_OHSU/ASY_DescriptiveInfo.Rdata",0.333520523697374,0.0167558407914871,62,2.64723708851783,0.0102755593845712,0.0237839214491431
"ADHD200_Peking",143,84,59,141,2,8,15,12,1162580,1862900,1494940,"ADHDs/ADHD200_Peking/ASY_DescriptiveInfo.Rdata",0.46374126984272,0.00832727806524563,132,5.34812522219329,3.80084906335345e-07,0.0318246496351404
"ADHDKonrad",79,53,26,NA,NA,4,17,10,1176780,1771630,1486775,"ADHDs/ADHDKonrad/ASY_DescriptiveInfo.Rdata",0.0226968166467905,0.021744729842238,45,0.153937300065024,0.878347470665539,0.00250569151576173
"Bergen_adultADHD",43,16,27,36,5,21,41,29,1107430,1837570,1556160,"ADHDs/Bergen_adultADHD/ASY_DescriptiveInfo.Rdata",-0.187949644328787,0.0242300603428966,41,-1.21805290925285,0.230167199765766,-0.0120055507150821
"Bergen_SVG",28,20,8,25,2,8,12,10,1232950,1822780,1462155,"ADHDs/Bergen_SVG/ASY_DescriptiveInfo.Rdata",0.433802068286653,0.0405219302675885,26,2.25410166810284,0.0328432197217503,0.0387435971988071
"CAPS_UZH",36,21,15,NA,NA,8,18,12.5,1137280,1835190,1576350,"ADHDs/CAPS_UZH/ASY_DescriptiveInfo.Rdata",0.501121619565133,0.033104748199935,33,2.92201605715126,0.00623356642536681,0.0433988160654562
"DAT_london",31,31,0,NA,NA,13,19,16,1169200,1506950,1340190,"ADHDs/DAT_london/ASY_DescriptiveInfo_nosex.Rdata",0.0342577575847345,0.0322769934508828,30,0.190739121830754,0.85001493022514,-0.00181498705304412
"Dundee",23,10,13,NA,NA,10,18,13,1190680,1773720,1461230,"ADHDs/Dundee/ASY_DescriptiveInfo.Rdata",-0.0959389260938696,0.0436783538595662,22,-0.460106926073749,0.649954556007018,-0.00556915585855075
"Hartford_Olin",109,58,52,106,3,12,19,16,1018607,1736154,1375669,"ADHDs/Hartford_Olin/ASY_DescriptiveInfo.Rdata",0.271488871326096,0.00978163305308452,105,2.79514900656749,0.00616900021852711,0.0180638217607373
"IMpACT_NL",141,59,82,121,15,19,63,32,1261830,1913790,1577095,"ADHDs/IMpACT_NL/ASY_DescriptiveInfo.Rdata",0.459125481807618,0.00837422806077681,131,5.27495018573164,5.340262449687e-07,0.030849603260931
"MGH_ADHD",69,29,40,63,6,18,59,31,1116080,1811500,1451765,"ADHDs/MGH_ADHD/ASY_DescriptiveInfo.Rdata",0.481318607515181,0.0169065727419724,65,3.91025085231924,0.000222784193268884,0.0349382822624915
"MTA",41,31,10,36,3,21,27,24,974013,1820500,1491000,"ADHDs/MTA/ASY_DescriptiveInfo.Rdata",0.213680494930023,0.0255707419239192,39,1.35143411106187,0.184343884816177,0.0125446662717254
