"Dataset","N","Male","Female","Right","Left","AgeMin","AgeMax","AgeMed","ICVMin","ICVMax","ICVMed","File","yi","vi","df","t","p","asy"
"ACPU",28,28,0,NA,NA,9,18,13,1371960,1831540,1602485,"ADHDs/ACPU/ASY_DescriptiveInfo_nosex.Rdata",0.130982234697079,0.03735474714456,26,0.680603656152754,0.502138856267052,0.00926568378871878
"ADHD-DUB1",41,32,9,32,6,18,49,20,1114260,1958970,1705070,"ADHDs/ADHD-DUB1/ASY_DescriptiveInfo.Rdata",-0.328980827606225,0.0257101022552741,40,-2.10650511089613,0.0414813756128969,-0.0204629189509478
"ADHD WUE",57,27,30,52,3,24,61,41,1246860,1925240,1549455,"ADHDs/ADHD WUE/ASY_DescriptiveInfo.Rdata",0.133938092524674,0.0201793941262915,49,0.947085334833883,0.348242722911715,0.00416465333511907
"ADHD_Rubia1",33,33,0,NA,NA,10,18,14,1304890,1886320,1570545,"ADHDs/ADHD_Rubia1/ASY_DescriptiveInfo_nosex.Rdata",-0.301477221785982,0.0348481419209299,29,-1.6512587494617,0.109475335128599,-0.0155956208819116
"ADHD200_KKI",65,41,28,61,8,8,13,10,1194100,1731530,1483570,"ADHDs/ADHD200_KKI/ASY_DescriptiveInfo.Rdata",-0.146874235501425,0.0160442225480486,62,-1.16577810341851,0.248169374333926,-0.0079809161799208
"ADHD200_NYU",111,55,56,107,3,7,18,12,954388,1865180,1417110,"ADHDs/ADHD200_NYU/ASY_DescriptiveInfo.Rdata",0.0828914784489118,0.0104524531104138,95,0.812167304898969,0.418726111132001,0.00301445270217691
"ADHD200_OHSU",63,31,39,NA,NA,7,13,10,1253320,1783890,1472580,"ADHDs/ADHD200_OHSU/ASY_DescriptiveInfo.Rdata",0.0345995906867062,0.0161386865457717,61,0.272437449504711,0.786205779828245,0.00478598429511138
"ADHD200_Peking",143,84,59,141,2,8,15,12,1162580,1862900,1494940,"ADHDs/ADHD200_Peking/ASY_DescriptiveInfo.Rdata",0.0996177866720268,0.00749971531127401,133,1.15315925113233,0.250913255306506,0.00450639709778813
"ADHDKonrad",79,53,26,NA,NA,4,17,10,1176780,1771630,1486775,"ADHDs/ADHDKonrad/ASY_DescriptiveInfo.Rdata",0.19990529054933,0.0217017247360597,46,1.37048162479902,0.177187749138364,0.0150704075388018
"Bergen_adultADHD",43,16,27,36,5,21,41,29,1107430,1837570,1556160,"ADHDs/Bergen_adultADHD/ASY_DescriptiveInfo.Rdata",-0.163927388611265,0.0247179535211818,40,-1.04964743519586,0.300180918981566,-0.0128942823343452
"Bergen_SVG",28,20,8,25,2,8,12,10,1232950,1822780,1462155,"ADHDs/Bergen_SVG/ASY_DescriptiveInfo.Rdata",-0.0897809381032737,0.0371863077193834,26,-0.4665154390382,0.644731967884926,-0.00519843043433053
"CAPS_UZH",36,21,15,NA,NA,8,18,12.5,1137280,1835190,1576350,"ADHDs/CAPS_UZH/ASY_DescriptiveInfo.Rdata",-0.0235895896642123,0.0312586948240707,31,-0.133442870535781,0.894705657905566,-0.0134843653590916
"DAT_london",31,31,0,NA,NA,13,19,16,1169200,1506950,1340190,"ADHDs/DAT_london/ASY_DescriptiveInfo_nosex.Rdata",-0.166617254062079,0.0327058275701804,30,-0.927685609399438,0.360974693517168,-0.014541876485053
"Dundee",23,10,13,NA,NA,10,18,13,1190680,1773720,1461230,"ADHDs/Dundee/ASY_DescriptiveInfo.Rdata",-1.01447738655488,0.0658513993006788,22,-4.86526263012781,7.30462597283559e-05,-0.0781445384401189
"Hartford_Olin",109,58,52,106,3,12,19,16,1018607,1736154,1375669,"ADHDs/Hartford_Olin/ASY_DescriptiveInfo.Rdata",-0.0682881115910985,0.0092808484545587,107,-0.709670872972295,0.4794519161969,-0.00564610324695491
"IMpACT_NL",141,59,82,121,15,19,63,32,1261830,1913790,1577095,"ADHDs/IMpACT_NL/ASY_DescriptiveInfo.Rdata",1.20876800691039,0.0130117296786847,132,13.9401927021296,1.01817525148869e-27,0.0648670932384551
"MGH_ADHD",69,29,40,63,6,18,59,31,1116080,1811500,1451765,"ADHDs/MGH_ADHD/ASY_DescriptiveInfo.Rdata",0.608068446493558,0.0188075177430245,62,4.82639366858202,9.43972159314376e-06,0.0451841292042885
"MTA",41,31,10,36,3,21,27,24,974013,1820500,1491000,"ADHDs/MTA/ASY_DescriptiveInfo.Rdata",0.327175302608828,0.0256956546175266,40,2.09494411002402,0.0425541107788435,0.0196868358639724
