"Dataset","N","Male","Female","Right","Left","AgeMin","AgeMax","AgeMed","ICVMin","ICVMax","ICVMed","File","yi","vi","df","t","p","asy"
"ACPU",28,28,0,NA,NA,9,18,13,1371960,1831540,1602485,"ADHDs/ACPU/ASY_DescriptiveInfo_nosex.Rdata",0.532991811819208,0.0422977828049319,26,2.76950669426717,0.0102196930330033,0.0642739605503735
"ADHD-DUB1",41,32,9,32,6,18,49,20,1114260,1958970,1705070,"ADHDs/ADHD-DUB1/ASY_DescriptiveInfo.Rdata",0.829129702422107,0.0335932007929821,39,5.24387667070297,5.78609067865151e-06,0.0964690664238354
"ADHD WUE",57,27,30,52,3,24,61,41,1246860,1925240,1549455,"ADHDs/ADHD WUE/ASY_DescriptiveInfo.Rdata",0.785859157327675,0.02516898668419,51,5.66691097407571,6.78722183191675e-07,0.0885728605919356
"ADHD_Rubia1",33,33,0,NA,NA,10,18,14,1304890,1886320,1570545,"ADHDs/ADHD_Rubia1/ASY_DescriptiveInfo_nosex.Rdata",0.43528451331903,0.0377495277161273,28,2.34407884221631,0.0263992200461452,0.0610598937917644
"ADHD200_KKI",65,41,28,61,8,8,13,10,1194100,1731530,1483570,"ADHDs/ADHD200_KKI/ASY_DescriptiveInfo.Rdata",0.554037411400305,0.0180231051033684,63,4.43229929120244,3.80243083229893e-05,0.0762739493816962
"ADHD200_NYU",111,55,56,107,3,7,18,12,954388,1865180,1417110,"ADHDs/ADHD200_NYU/ASY_DescriptiveInfo.Rdata",0.437782320247587,0.0110689563632392,98,4.35587908833736,3.26453400413107e-05,0.0515707349685578
"ADHD200_OHSU",63,31,39,NA,NA,7,13,10,1253320,1783890,1472580,"ADHDs/ADHD200_OHSU/ASY_DescriptiveInfo.Rdata",0.411990899570723,0.0174978750107185,61,3.24401958724109,0.00191400647630916,0.0613847692331636
"ADHD200_Peking",143,84,59,141,2,8,15,12,1162580,1862900,1494940,"ADHDs/ADHD200_Peking/ASY_DescriptiveInfo.Rdata",0.425382922493278,0.00813787548786911,133,4.92416333201444,2.46795787649127e-06,0.0568089724501788
"ADHDKonrad",79,53,26,NA,NA,4,17,10,1176780,1771630,1486775,"ADHDs/ADHDKonrad/ASY_DescriptiveInfo.Rdata",0.266306983428886,0.0220310575470531,46,1.82570869606317,0.0743897868614355,0.0306214898819483
"Bergen_adultADHD",43,16,27,36,5,21,41,29,1107430,1837570,1556160,"ADHDs/Bergen_adultADHD/ASY_DescriptiveInfo.Rdata",0.284429621534356,0.0247726215429307,41,1.84331462411045,0.0725199940350972,0.037094245842145
"Bergen_SVG",28,20,8,25,2,8,12,10,1232950,1822780,1462155,"ADHDs/Bergen_SVG/ASY_DescriptiveInfo.Rdata",0.448660904095685,0.0407647519789622,26,2.33131044379054,0.0277588362147623,0.0651999961588732
"CAPS_UZH",36,21,15,NA,NA,8,18,12.5,1137280,1835190,1576350,"ADHDs/CAPS_UZH/ASY_DescriptiveInfo.Rdata",0.696980135381552,0.0497156261823297,24,3.48490067690776,0.00191244529468593,0.0811127036736
"DAT_london",31,31,0,NA,NA,13,19,16,1169200,1506950,1340190,"ADHDs/DAT_london/ASY_DescriptiveInfo_nosex.Rdata",0.415503137360627,0.0339475446430707,31,2.35044068825588,0.0252927419301445,0.0405585950092998
