"Dataset","N","Male","Female","Right","Left","AgeMin","AgeMax","AgeMed","ICVMin","ICVMax","ICVMed","File","yi","vi","df","t","p","asy"
"ACPU",28,28,0,NA,NA,9,18,13,1371960,1831540,1602485,"ADHDs/ACPU/ASY_DescriptiveInfo_nosex.Rdata",-0.224041289107577,0.036610616057589,27,-1.18551506877795,0.246143081414111,-0.0146816436232095
"ADHD-DUB1",41,32,9,32,6,18,49,20,1114260,1958970,1705070,"ADHDs/ADHD-DUB1/ASY_DescriptiveInfo.Rdata",-0.109801354668325,0.0251507042185875,39,-0.694444741847739,0.491519807204704,-0.0075771397362898
"ADHD WUE",57,27,30,52,3,24,61,41,1246860,1925240,1549455,"ADHDs/ADHD WUE/ASY_DescriptiveInfo.Rdata",-0.170359203097341,0.0198923750792153,50,-1.21660805606325,0.229465291360869,-0.00184848251073444
"ADHD_Rubia1",33,33,0,NA,NA,10,18,14,1304890,1886320,1570545,"ADHDs/ADHD_Rubia1/ASY_DescriptiveInfo_nosex.Rdata",0.0191769102820944,0.0357208527479994,27,0.101474671042039,0.919923498619202,0.00203464476859177
"ADHD200_KKI",65,41,28,61,8,8,13,10,1194100,1731530,1483570,"ADHDs/ADHD200_KKI/ASY_DescriptiveInfo.Rdata",-0.34833014680801,0.0168359832632959,62,-2.76478482780184,0.00749241408185521,-0.0210129360343251
"ADHD200_NYU",111,55,56,107,3,7,18,12,954388,1865180,1417110,"ADHDs/ADHD200_NYU/ASY_DescriptiveInfo.Rdata",-0.00188568030389967,0.0102040997744398,97,-0.0186672826205232,0.985144872419606,-2.65159376993716e-05
"ADHD200_OHSU",63,31,39,NA,NA,7,13,10,1253320,1783890,1472580,"ADHDs/ADHD200_OHSU/ASY_DescriptiveInfo.Rdata",0.0209185528607056,0.0163970293922442,60,0.163379120700762,0.870769012022202,0.00467996363950284
"ADHD200_Peking",143,84,59,141,2,8,15,12,1162580,1862900,1494940,"ADHDs/ADHD200_Peking/ASY_DescriptiveInfo.Rdata",-0.0955452599089125,0.00744121813589282,134,-1.11013560130883,0.268928760412751,-0.0002867028040645
"ADHDKonrad",79,53,26,NA,NA,4,17,10,1176780,1771630,1486775,"ADHDs/ADHDKonrad/ASY_DescriptiveInfo.Rdata",-0.0316965085872487,0.0222333852072958,44,-0.212626643551482,0.832600209532983,-0.00284538264756782
"Bergen_adultADHD",43,16,27,36,5,21,41,29,1107430,1837570,1556160,"ADHDs/Bergen_adultADHD/ASY_DescriptiveInfo.Rdata",-0.316804740392149,0.0244228516690109,42,-2.07742760932897,0.0439138785228639,-0.0224641547743392
"Bergen_SVG",28,20,8,25,2,8,12,10,1232950,1822780,1462155,"ADHDs/Bergen_SVG/ASY_DescriptiveInfo.Rdata",-0.387596060917546,0.0383969769006928,27,-2.05096557267214,0.0500899977525601,-0.027916827648406
"CAPS_UZH",36,21,15,NA,NA,8,18,12.5,1137280,1835190,1576350,"ADHDs/CAPS_UZH/ASY_DescriptiveInfo.Rdata",-0.102458216886022,0.0279235789751037,35,-0.614749301316131,0.542696565294171,-0.0055177576606228
"DAT_london",31,31,0,NA,NA,13,19,16,1169200,1506950,1340190,"ADHDs/DAT_london/ASY_DescriptiveInfo_nosex.Rdata",0.205756077986419,0.0340389260604726,29,1.12697245256954,0.26899314887069,0.00653400058679587
"Dundee",23,10,13,NA,NA,10,18,13,1190680,1773720,1461230,"ADHDs/Dundee/ASY_DescriptiveInfo.Rdata",0.261433214738406,0.0470078937674649,21,1.22623047055032,0.233684863015899,0.0124112285407221
"Hartford_Olin",109,58,52,106,3,12,19,16,1018607,1736154,1375669,"ADHDs/Hartford_Olin/ASY_DescriptiveInfo.Rdata",-0.0393537817438155,0.00909794872789791,109,-0.412745945018706,0.680603503663994,0.00128673879899577
"IMpACT_NL",141,59,82,121,15,19,63,32,1261830,1913790,1577095,"ADHDs/IMpACT_NL/ASY_DescriptiveInfo.Rdata",-0.0497179841100361,0.00752808976670664,132,-0.573375763829839,0.567365854986804,-0.00341192996862107
"MGH_ADHD",69,29,40,63,6,18,59,31,1116080,1811500,1451765,"ADHDs/MGH_ADHD/ASY_DescriptiveInfo.Rdata",0.0459724075645021,0.0151675262292218,65,0.373481604607592,0.710005397966171,0.00248387684664941
"MTA",41,31,10,36,3,21,27,24,974013,1820500,1491000,"ADHDs/MTA/ASY_DescriptiveInfo.Rdata",-0.0121719305084668,0.0243920506816135,40,-0.0779383832551123,0.938265642507697,-0.00462879687369515
"NeuroImage_ADAM",78,54,24,67,11,12,23,16,1312270,1963260,1606255,"ADHDs/NeuroImage_ADAM/ASY_DescriptiveInfo.Rdata",-0.251936872950875,0.0135754749207386,75,-2.19633473868902,0.0311586644729739,-0.0170695140904511
"NeuroImage_NIJM",39,23,16,34,5,10,23,18,1298620,1965620,1632120,"ADHDs/NeuroImage_NIJM/ASY_DescriptiveInfo.Rdata",-0.333100274637445,0.0277757341179413,37,-2.05336799736788,0.0471563154092467,-0.0210182311879916
